location,career_level,experience_level,education_level,employment_type,job_function,company_process_time,company_industry,Salary Level
1,1,1,18,8,14,28,39,1
4,3,2,8,4,9,27,28,0
4,0,2,10,4,27,26,57,2
27,3,3,18,4,48,29,57,1
8,1,1,4,4,18,29,18,1
4,3,3,18,4,1,9,57,0
9,3,2,9,4,57,26,50,2
4,2,2,15,4,37,29,48,2
4,3,2,18,4,22,29,57,1
4,4,2,9,4,12,29,30,2
4,3,1,8,4,41,24,29,1
0,3,3,15,4,36,26,50,2
0,3,1,8,4,41,16,41,1
3,2,5,8,4,34,29,34,2
4,3,1,3,0,56,29,3,1
0,3,1,9,4,54,29,32,1
7,4,2,15,4,0,14,30,2
1,3,1,9,4,32,29,28,1
9,4,1,9,4,63,15,28,2
9,3,1,15,4,34,29,7,1
2,1,1,3,0,3,16,41,1
7,1,1,13,4,41,29,28,1
8,3,2,8,4,41,25,7,1
4,2,7,16,4,35,29,29,2
4,4,2,9,4,54,29,50,1
4,3,1,8,4,9,29,28,0
1,3,1,18,4,22,29,15,1
4,3,2,9,4,53,24,43,1
7,4,3,15,4,22,29,21,2
8,3,1,15,4,0,29,28,1
4,3,1,3,4,41,29,47,0
25,3,3,10,4,33,29,39,2
4,4,3,9,4,9,28,28,1
1,1,1,18,4,37,29,47,1
23,3,1,18,4,42,29,57,0
4,3,1,6,4,41,29,3,0
20,0,3,9,4,9,29,28,2
20,4,1,9,4,9,29,28,1
20,3,1,9,4,39,28,18,1
4,3,2,9,4,0,28,30,1
4,3,1,15,0,12,29,20,1
12,2,5,10,4,57,12,0,2
32,2,2,15,4,41,29,50,1
4,3,3,8,0,41,29,20,1
4,1,1,15,4,12,27,23,1
4,3,1,15,4,7,29,48,1
20,0,5,8,4,57,29,28,2
7,2,3,9,4,7,28,18,2
0,3,1,3,4,9,29,29,1
7,3,1,3,4,9,29,30,1
1,2,10,11,4,0,25,29,2
4,3,2,15,4,22,23,28,0
4,3,1,15,4,56,28,29,0
8,1,1,18,4,11,28,39,1
20,0,5,8,4,0,29,28,2
4,2,2,15,4,9,27,28,1
9,2,4,9,4,57,29,30,2
4,4,2,9,4,0,22,21,1
4,2,8,9,4,7,29,21,2
4,2,10,9,4,0,25,29,2
4,3,2,9,4,12,26,20,2
32,1,1,3,4,41,29,57,1
7,2,5,10,0,21,29,57,2
4,4,3,9,4,22,29,28,1
4,3,7,9,4,61,1,36,1
4,1,1,9,4,35,22,20,1
7,3,3,8,4,22,29,48,1
7,3,3,9,4,3,22,41,2
1,2,2,18,0,37,7,24,2
4,2,2,18,4,32,15,29,1
16,3,4,13,4,65,29,17,2
16,3,1,8,3,41,29,50,0
7,4,2,6,0,41,30,41,2
4,4,3,15,0,0,28,50,1
4,3,2,9,0,0,27,12,1
7,3,1,15,4,57,28,20,2
4,3,1,18,4,54,26,20,1
4,1,1,10,4,4,30,48,1
4,3,1,10,0,12,27,23,2
4,4,1,15,4,32,23,53,2
10,3,1,8,4,41,24,29,2
4,3,2,8,4,61,25,22,0
4,4,3,9,4,1,29,21,2
7,3,2,9,4,38,14,2,2
9,2,5,9,4,0,29,21,2
7,3,1,18,0,33,23,7,1
4,1,1,8,2,12,26,41,0
4,3,1,15,4,37,23,28,1
9,3,3,18,4,22,23,22,2
1,3,1,15,4,47,30,0,1
7,4,3,15,4,41,27,3,1
10,3,1,18,0,56,29,3,1
4,3,3,9,4,12,21,12,1
7,3,1,8,4,56,29,28,1
4,3,1,16,0,57,15,29,1
7,3,2,8,4,0,29,24,2
33,3,1,18,4,7,30,48,1
4,3,1,13,4,57,29,55,1
4,3,3,9,4,28,23,40,1
4,3,2,9,4,12,28,29,2
1,3,1,9,8,12,29,30,2
25,2,3,18,4,14,20,2,2
4,3,1,8,4,41,22,57,0
0,4,1,18,4,57,29,50,1
4,4,2,3,4,62,29,30,1
4,2,2,15,4,37,29,30,1
4,3,1,8,4,12,22,23,2
9,2,3,9,4,21,15,28,2
12,4,5,18,4,7,29,21,2
7,2,3,18,4,37,23,29,2
4,2,5,9,4,57,22,48,2
1,1,2,9,4,12,30,20,2
4,3,3,18,4,7,29,21,1
1,3,3,9,4,34,6,39,2
4,3,2,18,4,34,29,23,2
4,2,8,9,0,57,29,30,2
4,2,5,9,4,37,29,3,2
4,3,1,18,4,54,29,8,1
4,3,2,18,4,41,29,28,0
8,3,1,3,0,37,26,41,1
3,3,1,9,0,10,21,22,1
8,3,1,15,4,0,9,23,2
4,3,2,15,4,38,27,41,0
4,3,1,3,4,26,21,19,0
4,3,1,9,4,33,30,39,1
3,3,2,9,4,12,25,20,2
4,3,5,9,4,39,5,50,2
4,4,3,9,4,22,29,28,1
33,3,1,18,4,30,29,28,1
4,2,5,10,4,29,24,50,2
1,3,2,9,4,53,22,43,2
1,3,1,15,4,12,29,39,1
32,2,1,9,0,41,19,20,2
0,4,5,9,4,39,22,12,2
4,3,2,9,4,54,29,28,1
7,2,5,9,0,7,21,39,2
28,4,2,9,4,4,29,36,2
7,1,1,13,0,49,29,47,1
0,3,1,9,4,12,5,20,2
4,3,1,3,0,21,29,30,0
1,3,1,8,4,37,29,57,1
7,3,1,3,0,56,29,42,0
4,3,2,15,4,54,16,42,1
0,4,3,9,4,19,28,53,2
4,3,1,16,4,13,18,35,1
4,3,1,8,0,41,29,57,0
4,3,2,10,4,0,19,40,1
4,3,1,16,4,41,29,51,1
4,3,2,15,4,1,20,50,1
4,1,1,3,5,3,16,41,0
20,0,3,9,4,9,29,28,2
1,3,2,9,4,56,2,1,1
4,3,1,18,0,26,25,29,1
33,4,1,18,4,17,29,28,2
9,1,1,16,0,41,15,50,2
9,3,1,18,4,37,29,18,1
0,4,2,9,4,39,26,20,2
4,3,1,8,4,0,29,30,0
4,3,2,18,4,0,29,41,1
0,3,5,18,4,12,6,20,2
16,2,5,13,4,34,29,28,1
4,4,1,18,4,35,8,8,1
4,4,3,9,4,1,29,2,2
25,3,1,8,4,39,29,30,1
20,3,5,8,4,12,29,28,2
7,3,2,15,4,41,13,39,2
4,3,2,9,4,38,14,2,0
4,2,5,18,4,37,27,50,2
1,3,1,3,0,9,29,28,0
7,2,5,9,4,37,29,50,2
4,3,1,15,4,18,29,18,0
4,4,3,9,0,35,24,40,1
4,3,1,15,4,34,29,24,0
4,3,1,10,4,39,19,29,1
4,3,1,3,4,9,25,28,0
4,1,1,8,4,38,7,2,1
4,4,3,9,4,66,28,21,2
17,3,1,8,4,41,29,30,1
4,3,1,9,4,10,15,6,1
11,3,1,3,4,62,27,53,0
4,3,3,10,4,41,29,57,1
4,1,1,8,4,35,3,22,2
1,1,1,6,4,56,26,39,0
4,3,1,8,0,41,29,57,0
7,3,1,8,4,54,29,56,2
7,3,1,9,4,37,27,4,1
7,2,2,9,4,55,29,43,2
8,3,2,15,4,41,27,57,1
4,2,3,9,4,8,22,39,1
4,3,2,9,4,37,29,30,0
4,3,2,9,4,12,28,20,1
7,4,3,15,4,59,25,28,2
27,4,2,9,4,7,29,3,1
4,4,3,15,4,4,29,35,1
7,1,1,18,4,54,29,23,1
4,3,2,13,4,32,20,18,0
4,3,2,18,4,57,7,18,1
4,3,1,9,4,61,29,7,1
1,3,1,18,0,19,21,9,1
4,3,3,6,4,23,24,28,1
4,1,1,8,3,35,13,50,0
4,3,3,18,4,41,29,30,1
17,0,3,10,4,37,29,48,2
7,3,2,18,4,59,21,3,2
9,3,3,9,4,54,15,15,2
1,3,2,6,0,4,29,36,1
4,3,1,4,4,37,29,30,1
4,3,2,15,4,10,29,50,1
4,3,1,4,4,9,26,57,0
7,4,5,9,0,0,28,30,2
7,3,3,18,4,5,29,48,2
4,3,2,9,4,54,1,57,1
15,3,1,18,4,41,29,30,1
4,2,5,18,4,37,24,1,2
17,4,2,8,4,9,24,28,1
7,3,1,18,0,0,8,30,2
4,3,2,3,4,41,18,3,0
7,3,3,9,4,28,28,21,2
4,3,1,9,4,34,7,40,1
7,4,3,9,4,57,18,3,2
7,3,1,9,0,12,29,20,2
1,2,3,18,4,42,29,42,2
9,1,1,6,4,41,29,3,2
4,3,1,3,4,9,5,28,0
9,3,1,4,4,56,29,30,1
4,3,1,18,4,4,29,3,0
4,3,2,9,4,0,28,0,1
4,3,2,18,4,66,29,9,0
4,3,2,18,4,1,29,30,1
9,3,1,8,4,40,29,30,2
4,4,2,9,3,12,28,43,2
4,3,1,3,4,56,29,7,0
4,3,2,18,4,54,24,50,1
4,3,2,9,4,54,14,44,1
4,2,3,15,4,28,29,55,1
4,4,2,15,4,41,29,50,1
4,3,1,9,0,57,20,21,1
9,3,2,9,0,0,30,57,1
4,3,2,18,4,12,27,53,2
1,3,2,18,4,30,22,1,1
25,3,1,6,0,41,29,29,1
1,3,3,8,4,41,28,30,2
4,3,1,8,4,40,29,23,0
4,1,1,3,3,9,29,28,0
8,1,1,3,4,26,29,20,1
13,3,1,15,4,41,3,1,1
1,1,1,3,4,21,10,30,1
7,3,2,9,4,12,29,41,2
4,3,2,9,4,0,28,31,1
33,4,4,16,4,42,16,41,2
1,1,1,9,4,37,12,35,1
1,3,2,18,4,41,29,24,1
7,3,1,18,4,24,29,30,2
4,4,2,18,4,36,30,50,1
7,4,5,18,4,4,29,1,2
4,3,1,15,4,56,27,57,1
12,2,5,10,4,41,24,50,2
4,3,1,9,4,1,21,57,1
4,3,1,8,4,35,29,50,1
4,4,2,4,4,9,22,28,0
4,3,1,13,0,19,25,18,1
4,3,1,13,4,0,21,18,0
4,3,1,15,7,33,28,39,0
4,2,2,9,4,14,29,5,2
4,3,3,15,4,42,28,23,1
4,4,2,15,4,36,29,50,1
4,3,1,15,4,57,2,23,1
1,3,2,13,4,56,12,28,1
7,3,1,13,4,37,21,23,2
4,3,4,16,4,37,13,39,2
4,3,2,9,4,56,29,30,1
4,3,2,9,4,56,29,57,1
33,0,5,9,4,53,29,11,2
1,3,3,15,0,60,29,23,2
4,1,1,18,4,34,29,50,0
8,2,3,16,4,57,30,40,1
7,3,2,18,4,2,8,30,1
4,4,2,15,4,41,2,0,1
4,3,1,13,0,4,29,36,0
4,3,1,15,4,42,28,29,1
4,3,3,13,4,55,27,52,1
7,1,1,6,0,37,29,35,1
4,3,2,13,4,18,29,41,0
7,3,1,3,4,34,29,18,1
32,3,1,15,0,56,28,53,1
9,3,2,18,4,40,29,22,2
27,3,1,15,4,56,29,3,1
4,2,3,9,0,57,29,31,2
4,3,1,18,4,0,29,57,0
4,3,1,9,4,29,29,22,0
7,1,1,18,4,0,29,37,1
4,4,1,9,4,21,29,24,1
7,3,1,9,4,57,1,30,2
4,2,4,16,4,34,13,50,2
20,2,2,9,4,0,29,39,1
4,3,1,18,4,25,26,47,0
17,3,1,8,4,37,28,0,2
1,3,1,9,4,29,26,41,2
4,4,5,18,4,12,24,20,2
4,3,2,16,4,0,19,29,1
4,4,2,10,4,29,29,24,1
4,3,1,9,4,54,29,20,1
8,2,5,15,4,65,29,24,2
4,2,1,18,4,35,5,28,1
7,2,1,9,4,39,29,24,2
7,1,1,3,4,34,22,18,1
10,3,4,9,4,55,29,55,1
4,3,2,15,0,1,29,57,1
4,4,3,13,4,41,17,28,1
4,3,3,15,4,10,26,29,1
4,3,1,15,4,34,7,19,1
21,3,1,8,4,41,16,41,1
7,2,4,18,4,57,28,30,2
4,4,3,10,4,0,30,21,1
9,3,2,15,4,33,29,39,2
9,3,1,3,4,37,20,50,1
13,3,2,15,4,40,20,57,2
1,4,2,9,4,53,29,50,2
33,0,1,8,4,58,29,28,2
4,4,5,16,4,10,19,29,2
16,3,1,9,4,12,15,20,2
4,2,5,18,0,23,29,28,2
7,3,1,3,4,41,29,50,2
4,4,4,10,4,37,19,29,2
4,3,3,4,4,41,27,30,0
4,3,2,10,4,53,23,29,2
4,1,1,9,4,12,29,20,1
27,3,1,13,0,39,29,48,1
4,3,5,9,4,39,1,24,1
4,4,4,9,4,34,5,57,1
9,2,1,9,4,37,29,30,2
7,3,2,16,4,59,19,29,2
4,3,2,9,4,54,1,28,1
4,3,1,3,4,41,28,50,0
4,3,1,18,4,54,29,57,1
4,3,1,18,4,53,24,8,0
1,3,1,15,4,22,22,21,1
4,4,2,18,4,37,29,40,1
7,3,2,15,4,38,27,41,1
13,4,1,18,4,9,29,28,1
7,4,2,9,0,50,29,18,2
4,3,1,8,4,9,27,28,2
1,3,1,18,4,26,1,21,2
9,0,20,0,4,21,29,22,2
9,2,5,10,4,37,13,39,2
4,3,1,10,4,12,15,23,1
3,3,1,15,0,12,5,20,1
4,3,1,8,0,41,26,57,0
4,2,3,16,4,41,29,50,2
7,4,5,9,0,65,12,21,2
19,4,2,18,0,66,29,21,2
4,2,5,9,4,40,25,29,2
4,2,2,8,4,66,29,38,1
1,2,2,15,4,28,29,57,2
4,3,1,18,4,48,28,5,1
12,4,3,9,4,48,26,0,2
0,3,3,15,4,12,9,23,2
4,3,3,10,0,12,27,23,1
7,3,2,15,4,56,29,7,2
9,3,2,9,4,42,29,57,2
4,2,2,18,0,41,29,30,0
13,3,2,15,0,59,26,23,2
4,2,2,18,4,39,29,22,2
9,3,1,3,0,12,6,42,2
4,2,2,16,4,37,12,22,2
13,4,1,15,4,40,16,30,1
4,4,2,6,4,57,3,21,1
7,4,2,15,4,19,29,18,2
4,3,1,15,4,34,21,43,1
4,3,2,6,4,9,29,28,0
4,2,5,9,4,14,8,18,2
7,2,2,15,4,41,29,41,2
7,2,10,9,4,39,26,29,2
10,3,2,9,4,40,27,12,2
8,3,1,13,4,34,29,51,1
4,2,5,10,4,33,20,39,2
4,3,2,18,4,10,29,53,1
4,4,2,18,4,0,29,50,1
1,2,2,18,4,57,29,40,2
4,3,1,3,4,30,29,40,0
4,2,3,9,4,41,17,47,2
33,2,3,15,4,8,29,9,1
4,4,2,8,4,41,29,57,1
7,4,2,13,4,28,26,57,2
4,3,1,8,0,54,24,8,0
4,3,1,13,0,56,27,50,0
15,4,4,18,4,1,8,56,2
28,4,1,18,4,56,5,30,2
4,0,5,9,4,28,20,18,2
4,3,3,9,0,0,29,21,1
22,3,2,15,4,21,25,0,2
4,3,2,9,0,57,29,30,0
1,2,2,10,4,21,29,30,2
7,4,3,13,4,21,28,30,2
4,3,1,18,4,9,29,28,0
33,4,1,18,4,17,29,28,2
7,2,5,15,4,63,29,46,2
4,4,3,15,4,12,4,20,2
4,3,2,15,4,11,29,19,1
4,3,1,15,0,1,26,57,0
4,2,5,9,4,34,29,29,2
7,3,1,3,0,9,29,28,0
1,4,3,15,4,59,29,30,2
8,1,1,8,4,37,12,47,1
4,3,1,18,0,15,29,56,1
4,3,3,18,4,1,29,3,2
4,0,10,9,4,3,25,29,2
4,1,1,3,4,41,29,51,0
4,3,3,9,4,10,29,28,1
7,4,7,15,0,7,14,48,2
8,2,5,15,4,4,29,36,2
4,3,1,8,4,26,29,43,1
7,3,2,13,0,0,28,30,2
4,3,1,15,2,54,29,39,0
11,3,1,3,4,9,29,28,0
7,3,3,15,4,41,3,42,2
0,0,5,18,4,0,30,48,2
0,3,3,3,4,39,28,30,1
4,4,2,18,4,37,29,39,2
4,2,8,9,4,63,22,29,2
7,2,5,9,4,21,14,30,2
4,3,1,9,4,3,6,41,1
17,3,2,8,4,61,8,12,1
4,3,1,10,4,17,29,18,1
8,2,5,9,4,24,29,22,2
4,3,2,18,4,28,29,55,0
4,2,2,18,0,9,29,28,0
9,3,2,6,4,54,29,43,1
33,3,1,18,4,30,29,28,1
4,3,2,15,4,38,27,41,0
4,3,2,9,4,7,25,50,1
4,1,1,10,4,37,18,41,1
4,2,3,18,4,37,24,1,2
9,3,1,8,4,3,29,41,1
3,1,1,18,4,12,22,20,1
4,3,3,18,4,7,28,9,1
9,3,3,9,4,12,4,29,2
4,4,2,18,0,5,29,48,1
4,3,2,9,4,12,28,23,1
4,3,1,8,0,41,29,28,0
4,3,3,15,4,41,28,23,1
9,3,2,9,4,0,29,31,2
9,3,3,13,4,37,22,4,2
3,3,2,9,4,10,7,23,2
33,2,5,8,4,37,29,28,2
4,2,3,9,4,39,24,55,2
4,3,1,10,4,5,19,29,1
7,4,3,13,4,41,28,50,2
4,3,2,16,0,56,27,4,1
9,2,1,9,4,28,9,57,2
4,3,2,15,4,10,21,23,1
4,3,2,3,0,65,29,5,1
7,3,1,16,4,13,19,29,2
4,4,3,9,4,0,29,22,1
7,4,5,18,4,63,8,30,2
4,3,2,6,4,57,3,22,2
4,3,1,6,4,56,29,57,0
33,2,3,9,4,28,24,55,2
32,2,3,9,4,40,13,45,2
27,3,1,8,4,41,21,19,2
33,4,1,18,4,17,29,28,2
1,3,1,13,4,39,29,55,1
9,4,3,9,0,0,29,57,1
8,3,1,6,4,21,28,30,2
4,4,3,9,4,3,26,41,1
4,3,2,18,4,42,29,39,0
7,2,1,15,4,54,29,24,2
4,1,1,3,4,22,29,28,0
1,3,2,18,4,37,27,30,2
4,3,1,4,4,0,29,50,0
4,3,1,6,8,39,16,18,0
1,4,5,18,4,10,29,31,2
4,3,1,18,4,42,13,24,0
4,4,3,9,4,0,28,48,1
4,3,2,6,4,7,24,21,1
4,3,3,16,4,15,19,29,1
8,1,1,15,4,24,28,30,1
4,3,1,13,4,56,19,5,1
4,4,2,9,4,57,29,1,1
7,3,3,18,4,21,29,3,2
33,3,5,15,4,10,30,0,1
4,4,3,15,4,59,11,3,0
4,3,3,18,4,53,12,43,1
9,1,1,18,4,41,29,24,1
4,2,2,9,4,14,29,5,2
4,3,1,3,4,15,29,24,0
20,3,3,8,4,12,29,28,1
4,2,2,9,4,0,29,28,2
7,1,1,18,4,0,29,50,1
4,3,1,15,4,28,29,55,1
4,3,1,8,4,41,29,29,0
23,3,1,18,4,42,29,57,0
4,0,10,9,4,19,24,5,2
7,2,5,9,4,0,23,29,2
4,3,1,16,4,41,29,36,1
7,3,2,18,0,12,27,39,2
4,3,1,3,4,56,22,57,0
11,4,2,18,4,37,23,22,2
27,3,1,8,4,41,16,41,1
7,3,2,9,4,38,14,2,2
4,1,1,18,4,37,29,18,1
4,2,3,3,4,9,29,28,1
1,4,2,9,4,33,26,39,2
7,4,1,15,4,48,29,0,1
4,4,5,18,4,12,29,24,2
4,3,1,9,4,53,29,24,1
7,3,2,18,3,63,28,30,2
1,3,1,18,4,61,30,30,2
10,3,1,3,4,3,29,29,1
7,3,1,6,4,61,29,30,2
31,3,1,18,4,41,29,30,1
7,3,1,18,4,54,29,1,2
0,3,1,18,4,5,29,24,1
4,3,1,3,4,41,29,55,0
4,3,2,3,0,42,22,20,0
32,3,2,15,4,38,27,41,1
4,3,2,9,4,24,29,57,1
0,2,3,9,4,57,29,48,2
7,1,1,8,4,3,25,41,1
4,3,1,18,4,0,29,3,1
9,4,5,9,4,41,21,29,2
16,4,2,8,4,9,29,28,1
8,3,2,10,4,13,22,39,2
4,3,2,18,4,12,29,20,1
4,2,3,13,4,9,10,28,1
8,4,3,13,4,4,29,36,2
4,3,1,15,4,19,29,30,1
4,1,1,8,4,41,27,57,1
8,3,2,18,0,24,29,21,2
4,1,1,18,4,38,29,41,1
0,3,1,8,4,42,28,0,1
4,3,1,9,4,39,29,3,0
4,3,1,18,4,4,29,21,1
4,4,2,8,4,34,27,20,1
12,3,1,8,4,59,26,0,0
10,3,2,9,4,37,17,47,2
4,3,3,9,4,53,25,20,2
4,4,3,15,4,57,29,30,1
4,3,1,9,4,11,23,19,1
4,3,2,13,4,41,20,18,1
13,2,3,9,4,57,1,48,2
7,3,1,8,4,12,28,20,2
4,3,2,13,4,41,29,43,1
4,3,2,15,4,24,29,29,1
27,3,1,3,4,41,29,29,0
8,2,5,9,4,0,29,22,2
4,3,1,15,4,54,29,30,1
8,3,3,9,4,20,5,30,1
0,1,1,18,4,12,29,20,1
25,3,1,8,4,41,16,41,1
9,3,1,18,4,56,29,24,2
1,3,2,15,4,23,20,53,2
13,3,1,8,4,41,21,19,2
32,4,2,18,4,41,29,3,1
7,1,1,9,0,56,29,3,2
4,4,3,9,0,0,29,30,1
4,3,3,13,4,41,4,36,1
29,3,1,13,4,35,29,29,1
33,3,3,18,4,17,29,28,2
4,3,3,15,4,37,29,53,1
1,1,1,13,4,3,22,41,2
25,4,1,16,4,22,27,53,1
9,3,1,8,4,41,29,30,2
4,1,1,9,4,3,29,22,1
4,3,3,9,4,57,3,12,1
1,3,1,15,4,22,12,20,1
4,3,1,10,4,57,10,50,1
1,3,1,4,4,41,29,30,1
1,3,3,9,4,0,29,27,2
7,4,1,9,4,12,29,24,2
4,3,2,9,4,37,17,47,1
4,3,3,15,4,37,26,2,1
4,2,2,9,4,39,23,29,2
7,4,5,15,4,21,29,30,2
4,3,5,9,0,61,29,31,2
21,3,2,9,4,66,11,48,2
4,3,2,3,4,41,21,3,1
7,3,1,15,4,8,29,56,2
4,3,1,3,4,0,3,21,1
4,3,3,9,4,10,29,20,2
1,2,5,18,4,7,20,48,2
4,2,3,18,4,53,29,8,1
4,1,1,9,0,26,25,23,1
33,3,1,18,4,30,29,28,1
4,3,1,9,4,42,26,18,0
8,3,1,15,4,38,14,2,2
9,4,2,9,4,6,28,21,2
28,4,3,15,4,28,29,55,2
7,4,5,15,0,28,29,30,2
4,2,2,15,4,41,29,41,2
12,3,1,8,4,41,16,41,1
4,4,2,9,4,37,22,55,2
4,3,2,16,4,0,19,30,1
9,3,2,9,4,64,27,46,2
1,3,1,9,4,29,9,12,2
7,4,2,13,4,28,26,57,2
4,3,3,13,4,66,25,45,1
4,3,1,16,0,12,15,29,2
1,3,2,9,4,53,29,22,2
9,1,1,9,4,37,9,57,2
4,3,1,18,4,42,29,55,0
4,2,5,9,4,57,14,18,1
0,4,3,18,4,61,4,36,2
17,3,2,15,4,38,27,41,1
1,3,1,9,4,53,22,43,2
4,4,3,9,4,32,29,39,2
7,3,1,10,4,40,19,29,2
7,3,2,18,4,17,29,18,2
9,3,3,9,4,12,4,29,2
16,3,1,18,4,12,29,20,2
1,3,3,15,0,1,29,30,2
7,3,1,18,4,54,29,24,2
4,2,4,15,4,37,4,20,2
4,3,1,15,4,12,29,53,0
10,3,2,9,4,40,27,12,2
4,3,1,15,4,34,29,20,1
25,4,3,18,4,9,29,28,1
1,4,2,15,4,7,29,21,2
4,3,2,3,4,59,8,30,1
4,4,5,10,4,0,29,52,1
7,1,1,9,4,61,22,7,2
4,3,5,8,4,39,25,30,1
4,4,3,6,4,10,29,1,1
33,3,2,9,0,41,29,24,1
3,3,1,4,4,41,29,50,1
12,2,3,18,4,0,29,20,2
9,3,1,9,4,56,11,28,1
4,4,5,15,4,34,1,50,1
4,3,2,16,4,12,11,20,1
7,3,3,9,4,12,4,29,2
4,3,1,18,4,9,27,28,0
4,4,4,9,4,0,29,20,2
4,2,5,15,4,35,29,50,2
4,3,1,13,4,0,23,28,0
0,3,2,15,4,37,27,41,1
7,2,2,15,4,36,29,52,2
4,3,1,8,4,34,29,28,1
33,3,1,18,4,30,29,28,1
9,1,1,6,4,40,29,12,2
8,3,1,15,4,38,29,41,1
1,3,1,18,4,14,30,30,2
7,3,1,9,4,38,26,41,2
4,4,5,9,4,0,29,30,1
4,3,2,9,4,39,29,30,1
4,4,2,15,4,41,28,43,1
4,3,1,18,4,57,18,57,0
28,3,1,9,4,0,19,24,1
4,4,2,9,4,21,26,29,1
8,4,1,8,0,13,29,52,2
7,3,3,9,4,33,6,39,2
4,3,1,6,4,41,28,28,0
8,3,1,18,0,12,29,50,2
32,3,2,13,4,56,27,53,0
7,3,1,9,4,48,29,30,1
7,3,3,8,4,39,14,42,1
1,4,2,3,4,12,29,3,1
4,3,3,13,4,55,25,51,1
7,1,1,13,4,18,29,5,1
33,3,1,18,4,30,29,28,1
4,2,1,18,4,35,29,57,2
4,3,1,15,0,54,29,50,1
1,3,1,9,4,37,28,46,2
4,2,3,10,4,41,26,3,2
4,3,1,15,4,0,20,16,1
4,3,1,8,4,56,29,30,1
4,4,5,9,4,57,26,29,1
3,3,2,9,4,4,29,36,2
4,3,2,15,4,39,29,12,1
4,3,2,18,4,55,29,20,2
1,3,2,9,4,3,22,41,1
0,3,1,8,4,37,21,43,1
7,4,2,9,4,1,23,50,2
4,2,5,9,4,29,27,29,2
9,3,1,18,4,59,29,47,2
9,3,5,9,4,4,29,36,2
4,3,2,3,4,5,29,24,0
4,2,5,10,4,37,1,24,2
7,3,1,15,0,0,29,42,2
4,1,1,8,0,35,29,51,0
15,2,3,18,4,41,3,3,2
4,3,1,18,4,41,29,50,1
4,3,2,15,0,57,27,19,0
4,3,1,9,4,28,18,41,0
4,1,1,9,0,32,29,39,1
8,2,3,18,4,37,29,3,2
10,2,1,8,4,34,4,30,2
4,4,3,9,4,24,26,29,1
32,3,1,9,4,41,25,7,1
22,3,2,15,4,66,25,0,2
2,3,1,16,4,41,3,1,2
4,2,3,16,4,37,29,2,2
7,4,2,13,4,28,26,57,2
1,3,2,15,0,12,29,29,2
4,3,5,15,4,4,28,50,1
4,3,3,4,4,41,27,30,0
8,3,1,3,4,37,29,32,1
4,4,3,18,4,0,29,30,1
7,4,1,15,4,33,29,39,2
4,3,1,13,4,38,25,2,0
4,3,1,9,4,54,29,51,1
7,3,1,6,4,59,29,3,2
25,3,2,15,4,26,29,12,1
1,3,2,9,4,0,27,7,2
4,2,10,9,0,28,29,55,2
4,2,5,9,4,21,29,35,2
1,3,2,18,4,12,29,30,2
4,4,1,18,4,0,20,50,1
9,3,2,16,4,0,5,29,2
4,3,1,18,4,54,26,20,1
8,3,2,18,4,41,1,3,1
4,3,1,9,0,26,29,55,2
4,1,2,18,4,9,29,28,0
1,3,2,10,4,0,20,53,2
4,3,4,8,4,41,20,40,1
4,3,1,15,4,39,20,57,1
0,2,1,16,4,55,29,28,1
4,1,1,9,4,6,29,2,1
4,4,1,18,4,54,29,28,2
4,2,3,9,4,28,24,55,2
4,3,2,9,4,41,24,30,1
4,3,1,6,0,41,29,50,0
1,3,2,9,4,54,19,33,1
4,0,20,10,4,41,29,30,2
9,3,1,18,4,4,29,57,2
4,3,1,18,4,37,29,10,0
2,1,1,3,0,3,16,41,1
4,2,3,15,0,41,29,57,1
4,1,1,3,4,41,21,41,0
4,3,1,13,0,19,25,22,0
4,2,3,18,4,22,29,30,2
4,2,5,18,4,7,29,36,2
1,3,2,8,4,35,29,50,1
1,2,1,11,4,33,5,39,2
7,4,3,9,4,21,29,3,2
7,3,3,13,4,9,29,28,1
4,2,5,18,4,7,29,30,2
4,3,1,15,4,42,29,20,1
17,3,2,18,0,48,29,24,1
4,2,6,9,4,57,29,45,2
4,4,3,18,0,9,18,28,1
4,3,3,16,4,40,20,23,2
7,4,3,18,0,50,28,47,2
9,3,1,9,4,22,29,30,2
13,3,1,15,4,41,3,1,1
7,1,1,15,4,26,29,50,1
10,1,1,9,4,37,16,2,1
7,4,2,6,0,41,30,41,2
7,3,5,15,4,39,28,31,2
7,1,1,3,4,21,29,29,2
4,2,5,0,4,2,30,29,2
3,3,1,13,4,54,29,50,1
4,3,2,13,4,41,29,30,1
27,3,1,18,0,35,21,50,1
7,4,2,9,0,18,29,18,2
4,3,1,11,4,39,29,18,2
4,3,2,3,0,9,29,28,0
4,4,3,9,0,28,29,30,1
0,3,2,18,4,41,29,0,2
0,2,2,13,4,55,2,57,2
1,3,2,18,4,1,16,30,1
0,4,5,9,4,39,22,12,2
1,3,2,9,4,0,29,28,1
33,4,1,18,4,17,29,28,2
3,2,2,9,0,9,29,28,2
4,3,1,15,4,12,17,20,1
7,3,1,3,4,41,29,28,1
0,3,2,15,4,12,26,20,2
0,1,1,3,4,39,20,7,0
1,4,3,9,4,66,29,3,2
7,3,2,3,4,41,20,40,2
4,3,1,15,4,56,29,53,0
4,2,4,9,4,12,29,22,2
4,3,1,9,4,40,29,12,0
4,4,1,15,4,33,24,57,1
4,4,5,9,4,57,18,57,1
